city,year,income,expend,gdp,deposit,gap,gap_to_gdp
海口,2006,21.13,32.25,350.12,406.96,11.120000000000001,0.03176053924368788
深圳,2024,3914.18,4700.87,36801.87,30759.06,786.69,0.02137635940782357
深圳,2023,4112.78,5012.07,34606.0,27342.4,899.29,0.025986534127029993
深圳,2022,4012.44,4997.38,32387.68,24610.06,984.94,0.030410946384551163
深圳,2021,4257.7,4570.22,30664.85,20532.31,312.52000000000044,0.010191473299233502
深圳,2020,3857.39,4177.72,27670.0,18674.43,320.3300000000004,0.011576797976147466
深圳,2019,3773.38,4552.73,26927.0,16010.77,779.3499999999995,0.028943068295762597
深圳,2018,3538.41,4282.54,24221.98,13478.94,744.1300000000001,0.030721270515457453
深圳,2017,3332.13,4593.8,22490.06,10837.59,1261.67,0.05609900551621472
深圳,2016,3136.49,4211.04,19492.6,10391.14,1074.5500000000002,0.05512604783353684
深圳,2015,2726.85,3521.67,17502.86,9680.24,794.8200000000002,0.04541086428160884
深圳,2014,2082.44,2166.14,16001.82,9974.01,83.69999999999982,0.005230655012992261
深圳,2013,1731.26,1690.83,14500.23,9289.37,-40.430000000000064,-0.0027882316349464847
深圳,2012,1482.08,1565.71,12950.1,8389.06,83.63000000000011,0.0064578651902302
深圳,2011,1339.57,1590.56,11505.53,7427.64,250.99,0.021814727352846848
深圳,2010,1106.82,1265.27,9581.5,6717.05,158.45000000000005,0.0165370766581433
深圳,2009,880.82,1000.84,8201.0,5723.76,120.01999999999998,0.014634800634069014
深圳,2008,800.36,889.86,7806.54,4905.93,89.5,0.011464746225600586
深圳,2007,658.06,727.96,6801.57,3792.59,69.90000000000009,0.010277038977765442
深圳,2006,500.88,571.42,5813.56,3744.7,70.53999999999996,0.01213370120889781
石家庄,2024,746.08,1274.69,8203.44,14831.04,528.61,0.06443760178656759
石家庄,2023,737.89,1274.83,7534.0,13553.97,536.9399999999999,0.07126891425537563
石家庄,2022,692.16,1250.43,7100.64,11671.06,558.2700000000001,0.07862249036706552
石家庄,2021,681.36,1152.74,6490.3,9858.04,471.38,0.07262838389596783
石家庄,2020,632.19,1142.23,5935.0,8774.58,510.03999999999996,0.08593765796124683
石家庄,2019,569.13,1051.39,5810.0,7630.02,482.2600000000001,0.08300516351118763
石家庄,2018,519.68,991.61,6082.62,6473.25,471.93000000000006,0.07758663207630924
石家庄,2017,460.89,806.73,6460.88,5641.62,345.84000000000003,0.05352831193273982
石家庄,2016,410.72,746.12,5927.73,5348.2,335.4,0.05658152446214656
石家庄,2015,375.05,682.39,5440.6,4868.93,307.34,0.05649009300444803
石家庄,2014,343.47,566.49,5170.27,4387.67,223.01999999999998,0.04313507805201662
石家庄,2013,315.12,522.94,4863.66,4157.6,207.82000000000005,0.042729138138767934
石家庄,2012,272.28,464.09,4500.2,3735.5,191.81,0.04262255010888405
石家庄,2011,221.23,403.54,4082.68,3243.58,182.31000000000003,0.04465449165744071
石家庄,2010,163.63,305.16,3401.0,2920.4,141.53000000000003,0.04161423110849751
石家庄,2009,125.96,240.92,3001.0,2567.46,114.96,0.038307230923025654
石家庄,2008,110.04,193.79,2838.37,2180.17,83.74999999999999,0.029506371614694344
石家庄,2007,95.87,163.17,2360.72,1694.72,67.29999999999998,0.02850825171981429
石家庄,2006,77.37,128.25,2026.63,1553.24,50.879999999999995,0.025105717373176156
福州,2024,750.5,1025.48,14236.76,11461.16,274.98,0.019314787915227904
福州,2023,754.08,1004.9,12928.0,10414.64,250.81999999999994,0.01940129950495049
福州,2022,698.52,1006.09,12308.23,9029.08,307.57000000000005,0.024988970794338428
福州,2021,749.85,925.26,11324.48,7493.04,175.40999999999997,0.015489452937353413
福州,2020,675.61,951.4,10020.0,6951.54,275.78999999999996,0.02752395209580838
福州,2019,668.08,949.76,9392.0,6027.11,281.67999999999995,0.02999148211243611
福州,2018,680.38,924.76,7856.81,5053.29,244.38,0.03110422677906173
福州,2017,634.16,938.86,7103.4,4385.3,304.70000000000005,0.04289495171326408
福州,2016,598.91,829.93,6197.64,4087.54,231.01999999999998,0.037275479053317066
福州,2015,560.46,725.93,5618.08,3685.23,165.4699999999999,0.029453122775040568
福州,2014,510.87,574.81,5169.16,3483.72,63.93999999999994,0.012369514582640108
福州,2013,453.97,533.84,4678.5,3296.65,79.87,0.017071711018488832
福州,2012,382.02,410.73,4218.3,2939.46,28.710000000000036,0.006806059312993394
福州,2011,320.04,363.3,3736.38,2550.77,43.25999999999999,0.011578051482986204
福州,2010,247.82,262.42,3123.4,2329.09,14.600000000000023,0.004674393289364162
福州,2009,195.26,205.09,2604.0,2048.27,9.830000000000013,0.0037749615975422473
福州,2008,168.86,178.2,2284.16,1709.9,9.339999999999975,0.0040890305407677114
福州,2007,146.56,143.09,1974.58,1375.37,-3.469999999999999,-0.0017573357372200665
福州,2006,115.62,110.06,1664.05,1311.38,-5.560000000000002,-0.003341245755836665
西宁,2024,134.46,400.98,1862.09,2774.29,266.52,0.143129494277935
西宁,2023,144.09,418.75,1801.0,2512.76,274.65999999999997,0.15250416435313713
西宁,2022,131.72,339.04,1644.35,2204.27,207.32000000000002,0.12608021406634842
西宁,2021,153.87,343.8,1548.79,1895.2,189.93,0.12263121533584283
西宁,2020,133.51,329.51,1373.0,1723.88,196.0,0.14275309541150766
西宁,2019,101.79,328.04,1328.0,1548.93,226.25,0.17036897590361447
西宁,2018,92.94,297.48,1286.41,1436.77,204.54000000000002,0.15900062965928438
西宁,2017,79.16,288.37,1284.91,1339.19,209.21,0.16282074230879984
西宁,2016,75.22,287.81,1248.17,1267.18,212.59,0.17032135045706914
西宁,2015,94.79,280.03,1131.62,1160.33,185.23999999999995,0.1636945264311341
西宁,2014,83.88,248.14,1065.78,1093.09,164.26,0.15412186379928314
西宁,2013,67.11,207.57,978.53,972.5,140.45999999999998,0.14354184337731085
西宁,2012,54.77,185.32,851.1,823.15,130.54999999999998,0.15338973093643518
西宁,2011,45.25,150.04,770.7,680.06,104.78999999999999,0.13596730245231606
西宁,2010,34.52,108.92,628.3,576.11,74.4,0.11841477001432439
西宁,2009,28.15,85.12,501.0,480.22,56.970000000000006,0.11371257485029941
西宁,2008,23.45,67.25,422.19,395.62,43.8,0.10374475946848574
西宁,2007,18.41,45.05,342.46,297.09,26.639999999999997,0.07779010687379548
西宁,2006,14.16,34.31,281.61,272.79,20.150000000000002,0.07155285678775612
西安,2024,1002.36,1561.85,13317.78,18529.91,559.4899999999999,0.0420107555463448
西安,2023,951.92,1730.47,12011.0,16568.71,778.5500000000001,0.0648197485638165
西安,2022,834.08,1569.81,11486.51,14505.38,735.7299999999999,0.06405165711778424
西安,2021,856.0,1474.62,10688.28,11996.54,618.6199999999999,0.05787834899534816
西安,2020,724.14,1347.58,10020.0,10913.05,623.4399999999999,0.062219560878243506
西安,2019,702.56,1247.02,9321.0,9553.93,544.46,0.05841218753352645
西安,2018,684.7,1151.87,8349.86,8360.33,467.16999999999985,0.05594944106847298
西安,2017,654.5,1045.09,7469.85,7497.3,390.5899999999999,0.052288867915687716
西安,2016,641.07,942.52,6257.18,7035.81,301.44999999999993,0.04817665465912758
西安,2015,650.99,917.24,5801.2,6571.18,266.25,0.04589567675653313
西安,2014,583.79,819.54,5492.64,5687.49,235.75,0.04292107256255644
西安,2013,501.98,729.81,4884.13,5357.05,227.82999999999993,0.046646997520541
西安,2012,396.96,597.49,4366.1,4787.03,200.53000000000003,0.04592886099722865
西安,2011,318.55,494.58,3864.21,4155.65,176.02999999999997,0.045553942461719205
西安,2010,241.86,371.62,3241.5,3677.77,129.76,0.04003084991516273
西安,2009,181.4,276.85,2724.0,3084.2,95.45000000000002,0.03504038179148312
西安,2008,145.61,226.99,2190.04,2504.41,81.38,0.03715913864586948
西安,2007,112.92,161.25,1763.73,1997.56,48.33,0.027402153390825124
西安,2006,85.89,119.22,1473.68,1950.53,33.33,0.022616850333858095
贵阳,2024,434.09,693.05,5777.41,5664.62,258.96,0.044822853146998395
贵阳,2023,446.2,778.61,5155.0,5195.82,332.41,0.06448302618816683
贵阳,2022,402.16,727.45,4921.17,4646.48,325.29,0.06610013472405953
贵阳,2021,403.72,633.41,4711.03,4008.76,229.68999999999994,0.04875579225774405
贵阳,2020,398.13,678.16,4312.0,3634.58,280.03,0.06494202226345083
贵阳,2019,417.26,718.82,4040.0,3164.12,301.56000000000006,0.07464356435643565
贵阳,2018,411.34,624.22,3798.45,2835.74,212.88000000000005,0.05604391264858036
贵阳,2017,377.85,582.48,3537.96,2646.09,204.63,0.057838415358002916
贵阳,2016,366.32,525.26,3157.7,2229.76,158.94,0.05033410393640941
贵阳,2015,374.1,503.52,2891.16,2250.6,129.41999999999996,0.04476403934752832
贵阳,2014,331.6,448.63,2497.27,2010.58,117.02999999999997,0.04686317458664861
贵阳,2013,277.21,393.6,2085.42,1827.14,116.39000000000004,0.05581129940251846
贵阳,2012,241.19,349.33,1700.3,1498.2,108.13999999999999,0.0636005410809857
贵阳,2011,187.09,277.38,1383.07,1251.04,90.28999999999999,0.06528230675236972
贵阳,2010,136.3,204.38,1121.8,1088.7,68.07999999999998,0.06068817971117845
贵阳,2009,105.36,169.84,972.0,921.94,64.48,0.06633744855967079
贵阳,2008,88.99,142.28,811.05,767.05,53.290000000000006,0.06570495037297332
贵阳,2007,75.92,106.43,693.72,614.15,30.510000000000005,0.0439802802283342
贵阳,2006,61.58,88.23,602.88,582.2,26.650000000000006,0.044204485138004256
郑州,2024,1155.04,1525.71,14532.07,14353.23,370.6700000000001,0.025507033753622167
郑州,2023,1165.85,1519.62,13618.0,12886.07,353.77,0.025978117197826407
郑州,2022,1130.79,1456.41,12934.7,11393.49,325.6200000000001,0.025174143969322837
郑州,2021,1223.63,1624.44,12691.02,9829.94,400.80999999999995,0.03158217385206232
郑州,2020,1259.21,1720.18,12004.0,8961.78,460.97,0.038401366211262916
郑州,2019,1222.53,1910.67,11590.0,7957.04,688.1400000000001,0.05937359792924936
郑州,2018,1152.06,1763.34,10143.32,7157.32,611.28,0.06026429216469558
郑州,2017,1056.67,1514.95,9130.2,6538.23,458.28,0.05019386212788328
郑州,2016,1011.18,1321.53,8113.97,6297.63,310.35,0.038248847358321514
郑州,2015,942.9,1106.02,7311.52,5695.49,163.12,0.022309998468170777
郑州,2014,833.88,918.51,6776.99,4839.26,84.63,0.012487844898693963
郑州,2013,723.61,816.16,6201.9,4475.32,92.54999999999995,0.014922846224544085
郑州,2012,606.65,700.7,5549.8,3845.46,94.05000000000007,0.01694655663267146
郑州,2011,502.32,566.58,4979.85,3252.15,64.26000000000005,0.012904003132624485
郑州,2010,386.8,426.8,4040.9,2911.0,40.0,0.00989878492415056
郑州,2009,301.92,353.05,3308.0,2511.17,51.129999999999995,0.015456469165659008
郑州,2008,260.39,289.5,3003.99,2067.22,29.110000000000014,0.009690445041428238
郑州,2007,219.52,240.68,2486.75,1658.71,21.159999999999997,0.008509098220569014
郑州,2006,176.03,187.66,2013.48,1620.72,11.629999999999995,0.005776069292965411
重庆,2024,2595.55,5621.21,32046.7,31881.94,3025.66,0.09441408943822609
重庆,2023,2440.77,5304.56,30614.3,28899.0,2863.7900000000004,0.09354419339981644
重庆,2022,2103.42,4892.77,28771.8,25459.0,2789.3500000000004,0.09694735817710398
重庆,2021,2285.45,4835.06,28092.5,22239.89,2549.6100000000006,0.09075767553617516
重庆,2020,2094.85,4893.95,25158.1,20209.8,2799.1,0.11126038929807895
重庆,2019,2134.93,4847.68,23689.6,17860.4,2712.7500000000005,0.1145122754288802
重庆,2018,2265.54,4540.95,21866.8,15907.23,2275.41,0.104057749647868
重庆,2017,2252.38,4336.28,20260.8,14367.38,2083.8999999999996,0.10285378662244332
重庆,2016,2227.91,4001.81,18271.1,13399.44,1773.9,0.0970877506006754
重庆,2015,2154.83,3792.0,16305.9,12207.28,1637.17,0.10040353491680926
重庆,2014,1922.02,3304.39,14911.7,10774.1,1382.37,0.09270371587411226
重庆,2013,1693.24,3062.28,13275.8,9622.31,1369.0400000000002,0.10312297563988612
重庆,2012,1703.49,3046.36,11797.8,8361.6,1342.8700000000001,0.11382376375256406
重庆,2011,1488.33,2570.24,10314.1,6990.25,1081.9099999999999,0.10489621004256308
重庆,2010,952.07,1709.04,8186.5,5839.66,756.9699999999999,0.09246564465888962
重庆,2009,655.17,1292.09,6744.1,4908.7,636.92,0.09444106700671698
重庆,2008,577.57,1016.01,5978.8,3988.96,438.43999999999994,0.07333244129256705
重庆,2007,442.7,768.39,4837.5,3228.19,325.69,0.06732609819121448
重庆,2006,317.72,594.25,3949.0,2949.05,276.53,0.07002532286654849
银川,2024,208.44,444.46,2939.53,3452.75,236.01999999999998,0.0802917473201498
银川,2023,197.76,438.15,2686.0,3114.73,240.39,0.08949739389426656
银川,2022,168.86,356.55,2535.63,2693.87,187.69,0.07402105196736117
银川,2021,171.19,291.69,2262.95,2323.5,120.5,0.05324907753154069
银川,2020,157.26,332.36,1964.0,2137.48,175.10000000000002,0.08915478615071284
银川,2019,154.71,346.47,1897.0,1867.01,191.76000000000002,0.10108592514496574
银川,2018,173.25,363.28,1901.48,1664.8,190.02999999999997,0.0999379430759198
银川,2017,177.46,341.83,1803.26,1496.94,164.36999999999998,0.09115158102547607
银川,2016,173.2,331.07,1617.71,1391.35,157.87,0.0975885665539559
银川,2015,171.28,309.27,1493.86,1304.97,137.98999999999998,0.09237144042949137
银川,2014,153.6,263.9,1388.62,1089.89,110.29999999999998,0.07943137791476429
银川,2013,134.6,220.53,1289.02,1015.22,85.93,0.06666304634528557
银川,2012,113.13,186.74,1150.9,901.47,73.61000000000001,0.06395864106351552
银川,2011,96.62,147.25,986.68,725.26,50.629999999999995,0.05131349576357076
银川,2010,64.04,119.92,769.4,634.45,55.879999999999995,0.07262802183519625
银川,2009,44.06,72.5,578.0,519.4,28.439999999999998,0.04920415224913494
银川,2008,35.81,63.04,514.11,423.15,27.229999999999997,0.05296531870611347
银川,2007,27.64,48.47,408.6,326.41,20.83,0.050978952520802735
银川,2006,23.61,36.12,335.29,306.38,12.509999999999998,0.03731098452086253
长春,2024,427.48,1056.21,7632.19,11746.76,628.73,0.08237871436638763
长春,2023,576.52,1074.97,7002.0,10750.14,498.45000000000005,0.07118680377035133
长春,2022,459.69,976.67,6744.56,9465.28,516.98,0.07665140498416502
长春,2021,617.09,966.49,7103.1,8257.53,349.4,0.04918979037321732
长春,2020,440.43,1084.14,6638.0,6896.3,643.71,0.09697348598975596
长春,2019,420.02,896.02,5904.0,5889.09,476.0,0.08062330623306233
长春,2018,478.01,894.34,7175.71,4993.24,416.33000000000004,0.05801934582083167
长春,2017,450.08,875.73,6530.03,4566.99,425.65000000000003,0.0651834677635478
长春,2016,415.49,770.57,5986.42,4218.09,355.08000000000004,0.059314247914446366
长春,2015,388.22,765.72,5530.03,3792.78,377.5,0.06826364413936271
长春,2014,397.32,675.84,5342.43,3380.11,278.52000000000004,0.052133579663186984
长春,2013,381.82,632.97,5003.18,3107.16,251.15000000000003,0.05019807402492015
长春,2012,340.8,555.51,4456.6,2767.38,214.70999999999998,0.04817798321590449
长春,2011,288.63,518.68,4003.08,2337.78,230.04999999999995,0.057468249447925085
长春,2010,180.85,382.93,3329.0,2062.72,202.08,0.060702913787924306
长春,2009,142.65,306.01,2849.0,1834.16,163.35999999999999,0.05733941733941733
长春,2008,119.03,240.33,2561.9,1507.39,121.30000000000001,0.047347671649947305
长春,2007,93.3,181.56,2089.09,1202.08,88.26,0.042248060160165433
长春,2006,71.59,146.67,1741.19,1174.6,75.07999999999998,0.04311993521671959
长沙,2024,1264.54,1663.94,15268.78,12423.85,399.4000000000001,0.026157951060923012
长沙,2023,1227.07,1626.83,14332.0,11132.35,399.76,0.02789282723974323
长沙,2022,1202.0,1566.26,13966.11,9703.39,364.26,0.026081707791217452
长沙,2021,1188.31,1541.59,13270.7,8245.94,353.28,0.026621052393619022
长沙,2020,1100.09,1501.23,12143.0,7501.64,401.1400000000001,0.03303467018035083
长沙,2019,950.23,1425.98,11574.0,6530.52,475.75,0.041105063072403664
长沙,2018,879.71,1300.79,11003.41,5692.08,421.0799999999999,0.03826813687756795
长沙,2017,800.35,1182.6,10535.51,5200.21,382.2499999999999,0.03628205943518632
长沙,2016,743.7,1041.43,9356.91,4868.64,297.73,0.03181926512064346
长沙,2015,718.95,925.0,8510.13,4348.55,206.04999999999995,0.024212321080876554
长沙,2014,632.8,802.38,7824.81,3866.79,169.58000000000004,0.021672091718520966
长沙,2013,536.63,701.82,7153.13,3482.97,165.19000000000005,0.02309338709068618
长沙,2012,490.65,624.62,6399.9,2981.31,133.97000000000003,0.02093313958030595
长沙,2011,425.78,520.89,5619.33,2526.93,95.11000000000001,0.01692550535384112
长沙,2010,314.28,403.33,4547.1,2172.08,89.05000000000001,0.019583910624353985
长沙,2009,246.33,314.08,3745.0,1881.32,67.74999999999997,0.018090787716955933
长沙,2008,205.57,260.56,3000.98,1494.93,54.99000000000001,0.018324014155375913
长沙,2007,174.58,218.17,2190.25,1177.17,43.589999999999975,0.01990183768976143
长沙,2006,132.83,167.19,1798.96,1093.04,34.359999999999985,0.019099924400764877
青岛,2024,1339.26,1720.42,16719.46,14168.14,381.1600000000001,0.02279738699694847
青岛,2023,1337.86,1718.8,15760.0,12758.57,380.94000000000005,0.02417131979695432
青岛,2022,1273.31,1696.17,14920.75,10948.24,422.8600000000001,0.02834039843841631
青岛,2021,1368.3,1706.76,14136.0,9028.24,338.46000000000004,0.02394312393887946
青岛,2020,1253.85,1584.65,12401.0,8030.95,330.8000000000002,0.02667526812353844
青岛,2019,1241.74,1575.97,11741.0,6755.24,334.23,0.028466910825313007
青岛,2018,1231.91,1559.78,12001.52,5913.71,327.8699999999999,0.027319039588318803
青岛,2017,1157.24,1403.03,11037.28,5394.18,245.78999999999996,0.02226907353985764
青岛,2016,1100.03,1352.85,10011.29,5326.33,252.81999999999994,0.02525348881113222
青岛,2015,1006.32,1222.87,9300.07,5023.59,216.54999999999984,0.02328477097484211
青岛,2014,895.25,1074.71,8692.1,4435.9,179.46000000000004,0.020646334027450218
青岛,2013,788.93,1014.23,8006.6,4140.59,225.30000000000007,0.02813928508980092
青岛,2012,670.18,765.98,7302.1,3757.6,95.80000000000007,0.013119513564591017
青岛,2011,566.14,658.06,6615.6,3198.51,91.91999999999996,0.013894431344095766
青岛,2010,452.61,532.39,5666.2,2912.33,79.77999999999997,0.014079983057428254
青岛,2009,377.01,433.58,4854.0,2527.87,56.56999999999999,0.011654305727235269
青岛,2008,342.44,369.41,4436.18,2123.36,26.970000000000027,0.006079554932396798
青岛,2007,292.8,321.18,3786.52,1702.04,28.379999999999995,0.007495008609488395
青岛,2006,225.99,236.79,3206.58,1567.62,10.799999999999983,0.00336807439702112
